,pareto_points,solution_points
4286,[1.         1.02715528],[-0.2759896   0.16021907 -0.39106852  0.04077017]
4287,[0.99541608 1.1172936 ],[-0.49850813  0.55560106 -0.3396904   0.23539266]
4288,[1.         0.98772532],[-0.2538471   0.155813   -0.28885108 -0.05908725]
4289,[1.         1.02911425],[-0.24602519  0.06906686 -0.36063576 -0.12768492]
4290,[1.         1.02477455],[-0.28001493  0.17925699 -0.40188113  0.07050955]
4291,[1.        1.0395627],[-0.25953093  0.08983333 -0.36058962 -0.07059617]
4292,[1.         0.53204119],[ 0.1631405  -0.04218858 -0.7548741  -0.2029001 ]
4293,[0.99775656 0.97960067],[-0.27707198  0.27412283 -0.3083549   0.10511646]
4294,[1.         1.03487611],[-0.2653752   0.11339775 -0.365041   -0.03422715]
4295,[1.         0.99466807],[-0.26117343  0.16827583 -0.3156072  -0.01982779]
4296,[1.         1.03040552],[-0.27909207  0.16517168 -0.35973185  0.04327938]
4297,[1.         1.02765632],[-0.25323537  0.08998957 -0.34031188 -0.0950429 ]
4298,[1.         0.99307269],[-0.28979316  0.31335777 -0.34022972  0.18216023]
4299,[1.         0.92866361],[-0.17632449  0.03779043 -0.36444443 -0.16071662]
4300,[1.         0.68730873],[-0.00450492  0.00912498 -0.5456867  -0.21977393]
4301,[1.         0.78715158],[-0.04369271 -0.04038452 -0.5032627  -0.22408724]
4302,[1.         0.89102185],[-0.13010798 -0.00908315 -0.4203761  -0.20153973]
4303,[1.         0.92732334],[-0.1844889   0.0576774  -0.32730764 -0.13897598]
4304,[1.         1.04082143],[-0.25282225  0.07035005 -0.3544988  -0.1068087 ]
4305,[1.         0.85975772],[-0.09920314 -0.02879408 -0.4112699  -0.2050973 ]
4306,[1.         0.52583724],[ 0.145143   -0.01505712 -0.7301406  -0.20458186]
4307,[1.         1.04176915],[-0.25896454  0.08512738 -0.34935597 -0.07950516]
4308,[1.         1.02478921],[-0.28932124  0.21718255 -0.4155358   0.13086769]
4309,[1.         0.84387171],[-0.08087993 -0.04192865 -0.4185984  -0.20945768]
4310,[1.         1.01001608],[-0.2834715   0.22528031 -0.38123202  0.10928117]
4311,[1.        0.9884758],[-0.2415035   0.11622097 -0.28377932 -0.10053307]
4312,[1.         1.03041685],[-2.6998863e-01  1.3463762e-01 -3.8032031e-01  3.4686178e-04]
4313,[1.         1.01962709],[-0.2399244   0.06663918 -0.3657434  -0.14689726]
4314,[0.91094231 1.1652205 ],[-0.38125396  0.3783706  -0.38957232  0.20904204]
4315,[1.         0.99489921],[-0.23467983  0.08774562 -0.35925668 -0.15101773]
4316,[0.99069669 1.06461   ],[-0.43492305  0.5071413  -0.31382972  0.23618802]
4317,[1.         1.03339732],[-0.2748611   0.14532992 -0.34410197  0.01076541]
4318,[1.         0.78889871],[-0.11743004  0.09519667 -0.4387896  -0.19356847]
4319,[1.         0.61584121],[ 0.02932307  0.04117008 -0.58343387 -0.21611468]
4320,[1.         1.04379594],[-0.25448334  0.07052294 -0.3613907  -0.09969176]
4321,[1.         1.02489722],[-0.2503417   0.08618766 -0.32881546 -0.10998379]
4322,[1.         1.03567159],[-0.2707715   0.12843093 -0.33916056 -0.01559457]
4323,[1.         0.54153138],[ 0.1595861  -0.04822743 -0.7511891  -0.20330063]
4324,[1.        1.0352186],[-0.2504193   0.07188765 -0.3564541  -0.11327416]
4325,[1.         0.51528817],[ 0.12331766  0.02494106 -0.6993998  -0.20657876]
4326,[1.         1.02475655],[-0.2774855   0.16997439 -0.39677098  0.05444324]
4327,[1.        1.0388273],[-0.25734663  0.08498753 -0.36526906 -0.07906274]
4328,[1.         1.02522838],[-0.27925813  0.17555389 -0.4011195   0.06523557]
4329,[1.         0.95872694],[-0.2025378   0.0578773  -0.34308702 -0.14335603]
4330,[1.         0.86835426],[-0.16065675  0.08277339 -0.40794304 -0.18070278]
4331,[1.         1.03111589],[-0.28126743  0.17167759 -0.35128707  0.05178138]
4332,[1.         0.78855824],[-0.06225133 -0.01239769 -0.47775716 -0.22582136]
4333,[1.         0.90087986],[-0.16057916  0.03911345 -0.40696427 -0.18850245]
4334,[1.         1.05263877],[-0.5798172   0.7028594  -0.30919272  0.2443429 ]
4335,[1.         1.01446581],[-0.24490799  0.0866797  -0.31676298 -0.11968708]
4336,[1.         0.50710225],[ 0.19939071 -0.05384776 -0.80016625 -0.19925478]
4337,[1.         1.04753923],[-0.31249133  0.27782047 -0.4083258   0.20145035]
4338,[1.         0.53789681],[ 0.13929659 -0.02141872 -0.7237036  -0.20521925]
4339,[1.         0.97109789],[-0.21805418  0.07870814 -0.36812916 -0.16095896]
4340,[1.         0.99892783],[-0.2380626   0.09089085 -0.30119067 -0.11288889]
4341,[1.         0.79050994],[-0.1131106   0.08292867 -0.44155216 -0.19725908]
4342,[1.         0.53044134],[ 0.2178202  -0.09388092 -0.8267829  -0.19760618]
4343,[1.        0.8813656],[-0.14678873  0.03472045 -0.41660726 -0.19409457]
4344,[1.         0.82520723],[-0.08276623 -0.01878001 -0.45880747 -0.22371152]
4345,[1.         0.88978684],[-0.14479375  0.02033876 -0.36862162 -0.17044647]
4346,[1.         0.93416679],[-0.17118816  0.02020317 -0.40553355 -0.18474074]
4347,[0.97920919 1.06793165],[-0.42337355  0.49319476 -0.31500062  0.2329717 ]
4348,[1.         1.03197551],[-0.30154207  0.25959253 -0.39422905  0.1916582 ]
4349,[1.         0.81538284],[-0.05847967 -0.04727097 -0.43163928 -0.19958167]
4350,[1.         0.66524953],[ 0.03621587 -0.0270105  -0.5989898  -0.21581727]
4351,[1.         1.01703084],[-0.2502561   0.09741695 -0.34458727 -0.10010937]
4352,[1.         1.03251886],[-0.27310717  0.14110047 -0.35544237  0.00616913]
4353,[1.         1.00392663],[-0.27532184  0.20359766 -0.35795003  0.06166562]
4354,[0.94931882 1.20473659],[-0.45887247  0.47437412 -0.37992465  0.22106192]
4355,[1.         0.83731323],[-0.07209112 -0.04895404 -0.46957505 -0.22701415]
4356,[1.         0.64224207],[ 0.03222117  0.00456166 -0.5908104  -0.2160373 ]
4357,[1.         1.00335336],[-0.24010415  0.0899215  -0.30519405 -0.11457298]
4358,[1.         0.76741493],[-0.01469198 -0.06241964 -0.5352687  -0.21843818]
4359,[1.         1.02771902],[-0.256252    0.09817223 -0.3403322  -0.08209883]
4360,[1.         0.46897161],[ 0.18395308  0.00402746 -0.7753083  -0.20048979]
4361,[1.         1.02525771],[-0.29039413  0.2209105  -0.41368628  0.13621506]
4362,[1.         0.77588075],[-0.05020738 -0.01803015 -0.4929905  -0.22462082]
4363,[1.         1.03125143],[-0.27601516  0.15294811 -0.3582029   0.02453776]
4364,[1.         0.88181257],[-0.18213944  0.11733525 -0.3935774  -0.16705678]
4365,[1.         0.99677062],[-0.28492317  0.26787695 -0.3532744   0.13730106]
4366,[1.         0.68934822],[ 0.04408827 -0.06263626 -0.6123096  -0.2152242 ]
4367,[1.         1.03359067],[-0.27499697  0.14544892 -0.34229308  0.01065771]
4368,[1.         0.68851542],[ 0.0430921  -0.06051876 -0.6108757  -0.21531358]
4369,[1.         1.03924668],[-0.2608627   0.09394482 -0.3559926  -0.06510554]
4370,[1.         0.85125393],[-0.10230525 -0.01416636 -0.37681252 -0.18619555]
4371,[1.         0.82200992],[-0.06341667 -0.04654881 -0.47993565 -0.22614567]
4372,[1.         0.99568951],[-0.21929228  0.04858732 -0.37892663 -0.15877634]
4373,[1.         1.02720439],[-0.28977084  0.21366951 -0.39212763  0.12182701]
4374,[1.         1.01666152],[-0.2520897   0.1030716  -0.34074235 -0.09170291]
4375,[1.         1.01722157],[-0.2906219   0.24173552 -0.40378857  0.14976263]
4376,[1.         1.00895488],[-0.23752587  0.07524177 -0.3357069  -0.13150352]
4377,[0.91166318 1.20391273],[-0.43862647  0.45792645 -0.3810821   0.22340101]
4378,[1.         1.00225365],[-0.27641445  0.21188195 -0.35661453  0.07076183]
4379,[1.         1.03085661],[-0.27283752  0.14305842 -0.36881694  0.01126009]
4380,[1.         0.88480449],[-0.12691641 -0.00789769 -0.41042864 -0.19718488]
4381,[1.        0.8887884],[-0.1460433   0.02404927 -0.36084247 -0.16603109]
4382,[1.         1.00248456],[-0.27011386  0.1859289  -0.34623194  0.02931407]
4383,[1.         1.03593242],[-0.26230806  0.10291624 -0.37111264 -0.04912315]
4384,[1.         0.81207222],[-0.08157325 -0.00613308 -0.46034858 -0.2223761 ]
4385,[1.         0.78948718],[-0.03352964 -0.05789846 -0.50987226 -0.21932134]
4386,[1.         1.04025924],[-0.26037186  0.09111996 -0.35184714 -0.07004003]
4387,[0.99541608 0.99695915],[-0.44324544  0.5465914  -0.2806719   0.24411348]
4388,[0.99383205 1.0265466 ],[-0.3099972   0.34165886 -0.34257323  0.19860849]
4389,[1.         0.87582111],[-0.11847067 -0.01304421 -0.40726855 -0.19780502]
4390,[1.         1.01778352],[-0.28388724  0.20927048 -0.39660627  0.10307664]
4391,[1.         0.80818361],[-0.12547894  0.08594108 -0.43288156 -0.19240877]
4392,[1.         1.00463748],[-0.2583567   0.14103861 -0.32392418 -0.04624385]
4393,[1.         0.99530345],[-0.25081596  0.13303351 -0.29238802 -0.08421964]
4394,[1.         1.02603352],[-0.2897337   0.21616091 -0.4038774   0.12746671]
4395,[1.         1.02059245],[-0.2608596   0.12248452 -0.3519725  -0.04433816]
4396,[1.       0.996553],[-0.28491554  0.2684846  -0.3527321   0.13757315]
4397,[1.         0.40289238],[ 0.27699748 -0.01602203 -0.8905214  -0.19107413]
4398,[1.         1.11556125],[-0.3526755   0.32874036 -0.40730253  0.20176178]
4399,[1.         1.02765059],[-0.28432983  0.19011195 -0.38076264  0.08436835]
4400,[1.         1.02886331],[-0.29930586  0.25598407 -0.41664302  0.18976346]
4401,[1.         0.98017782],[-0.26623234  0.21799535 -0.30000567  0.02801981]
4402,[1.         1.01585937],[-0.2619192   0.13344704 -0.34825006 -0.03403953]
4403,[1.         0.87467784],[-0.16445965  0.08290005 -0.40525815 -0.1793538 ]
4404,[1.         1.04336679],[-0.2549131   0.0722186  -0.36155254 -0.09709994]
4405,[1.         0.74625289],[-0.01408666 -0.04155345 -0.5393742  -0.22106001]
4406,[1.         0.99715418],[-0.29294574  0.32209665 -0.34317178  0.19405621]
4407,[0.99958257 1.02439368],[-0.49511567  0.5897544  -0.29681575  0.25484404]
4408,[1.         0.99951577],[-0.28844652  0.2805397  -0.36061412  0.15954559]
4409,[1.         1.01391554],[-0.2627616   0.13936214 -0.34761143 -0.02726465]
4410,[1.         0.97137898],[-0.2190854   0.0809229  -0.36694634 -0.16047144]
4411,[1.         0.57266277],[ 0.04951102  0.06377383 -0.6055944  -0.2139101 ]
4412,[1.         0.54415601],[ 0.06936136  0.06899342 -0.6291746  -0.21184437]
4413,[1.         0.85411048],[-0.0943301  -0.03086805 -0.40694258 -0.20414233]
4414,[1.         1.02789056],[-0.29070693  0.21623635 -0.38745594  0.1249682 ]
4415,[1.         0.99512541],[-0.22728898  0.06854483 -0.3414813  -0.13690826]
4416,[1.        0.7319873],[-0.05380507  0.03995329 -0.48251343 -0.22464165]
4417,[1.        0.5442251],[ 0.13951504 -0.02855515 -0.7247204  -0.20523962]
4418,[1.         0.79434806],[-0.11249998  0.07616489 -0.4418236  -0.19867618]
4419,[1.        0.4774158],[ 0.14594194  0.04133114 -0.72517604 -0.2041617 ]
4420,[1.         0.82849246],[-0.0682926  -0.04572168 -0.42888308 -0.20507877]
4421,[1.         1.00714672],[-0.2877704   0.25388372 -0.37928537  0.1430569 ]
4422,[1.         1.02786481],[-0.2773706   0.1637616  -0.3830861   0.04486117]
4423,[1.         0.67542386],[-0.00645222  0.02657568 -0.5414827  -0.21986882]
4424,[1.         1.00357759],[-0.22897345  0.06125935 -0.37147176 -0.1542204 ]
4425,[1.         1.01291347],[-0.2737664   0.17905661 -0.37041712  0.04228619]
4426,[1.         0.38509157],[ 0.37734511 -0.07151493 -1.0183432  -0.18112257]
4427,[1.         1.02721238],[-0.28465295  0.19229454 -0.38493198  0.08833466]
4428,[1.         1.03493452],[-0.26764497  0.12006152 -0.35567403 -0.02563295]
4429,[1.         0.73253119],[-0.00311169 -0.04302317 -0.5528698  -0.21994397]
4430,[1.         1.00049257],[-0.25831276  0.14803524 -0.31790274 -0.0429123 ]
4431,[1.         0.91849512],[-0.19291787  0.09020536 -0.38531697 -0.16812715]
4432,[1.         0.61083263],[ 0.10249302 -0.05496141 -0.68249696 -0.20919237]
4433,[1.         1.10534441],[-0.3478065   0.32959145 -0.39241678  0.21760875]
4434,[1.         0.65918672],[ 0.03126201 -0.01330648 -0.59152544 -0.2162428 ]
4435,[0.9448861  1.14027369],[-0.42444462  0.46221507 -0.35036337  0.2271142 ]
4436,[1.         1.03151011],[-0.24635409  0.0666305  -0.36156443 -0.12802121]
4437,[1.         0.79267442],[-0.03711286 -0.0559206  -0.4629707  -0.19831082]
4438,[1.         0.69735998],[-0.02842483  0.03742212 -0.51363146 -0.2220557 ]
4439,[1.         1.03102624],[-0.27172673  0.1391702  -0.37060434  0.00566028]
4440,[1.        0.9886604],[-0.28472126  0.29284847 -0.33155477  0.14898832]
4441,[1.         1.00838006],[-0.27793437  0.20478871 -0.37018752  0.07402441]
4442,[1.         0.95324385],[-0.19607502  0.0501419  -0.38610888 -0.17206863]
4443,[0.89440698 1.17189288],[-0.38463888  0.37730134 -0.38926128  0.22024107]
4444,[1.         1.02266014],[-0.2763727   0.16990587 -0.39119473  0.04940036]
4445,[0.96995297 1.21155441],[-0.48652533  0.5212229  -0.38229915  0.21927026]
4446,[1.         1.03005254],[-0.28161004  0.17496769 -0.36005944  0.05815612]
4447,[1.         0.99613571],[-0.28457767  0.26777872 -0.35160694  0.13569656]
4448,[1.         1.02624571],[-0.2664866   0.13054986 -0.3737713  -0.01494501]
4449,[1.         0.57162416],[ 0.1199621  -0.03483248 -0.7016131  -0.20728126]
4450,[1.         0.99255598],[-0.2830234   0.26952803 -0.3422892   0.12958366]
4451,[1.         0.90298903],[-0.17298484  0.06377576 -0.39877987 -0.17978486]
4452,[0.72531905 1.09785151],[-0.35574675  0.39732695 -0.33746976  0.21142957]
4453,[1.         1.00810015],[-0.27368045  0.18830591 -0.3623159   0.04656498]
4454,[1.         0.73247683],[ 0.01602447 -0.06923825 -0.5788908  -0.21814004]
4455,[1.         0.99111027],[-0.27431387  0.22848284 -0.33222193  0.06968172]
4456,[1.         0.94191033],[-0.18754955  0.04557011 -0.35713693 -0.15426733]
4457,[1.         1.03683066],[-0.26110822  0.09819214 -0.37070587 -0.056337  ]
4458,[1.         1.03940749],[-0.26337284  0.10071813 -0.34297514 -0.05692637]
4459,[1.         1.02574384],[-2.6883265e-01  1.3879451e-01 -3.7881353e-01 -2.2754073e-04]
4460,[1.         0.92527181],[-0.19850588  0.09460794 -0.38147163 -0.16539429]
4461,[1.         1.03625655],[-0.26270646  0.10355724 -0.3336075  -0.06026739]
4462,[1.         0.99307269],[-0.28934017  0.30979374 -0.34089077  0.17832379]
4463,[1.         0.93190467],[-0.53894126  0.6789111  -0.2513087   0.271159  ]
4464,[1.        0.9036535],[-0.16364552  0.04214855 -0.34329882 -0.15224916]
4465,[1.         1.01358724],[-0.25733608  0.12309538 -0.33363014 -0.05988799]
4466,[0.75284467 1.09951782],[-0.36505958  0.41186085 -0.33291152  0.21465021]
4467,[0.94363116 1.07901704],[-0.3950205   0.4572271  -0.31977654  0.22474602]
4468,[1.         1.02527094],[-0.2528203   0.09233127 -0.34530413 -0.09529757]
4469,[0.9997085  0.96742445],[-0.48678517  0.6068976  -0.26776183  0.25771275]
4470,[1.         1.01966417],[-0.278477    0.18351528 -0.39056668  0.06573589]
4471,[1.         1.02816343],[-0.25973645  0.1073546  -0.3588274  -0.05702486]
4472,[1.         0.96000975],[-0.20428714  0.0602826  -0.33928037 -0.14092156]
4473,[1.         1.02951491],[-0.28217837  0.17813082 -0.3643796   0.06363034]
4474,[1.         0.81061798],[-0.05809048 -0.04290491 -0.48602644 -0.22557795]
4475,[1.         0.93225801],[-0.1770882   0.03492528 -0.39797056 -0.18203032]
4476,[1.         0.95272273],[-0.18767461  0.03219044 -0.38717276 -0.17033198]
4477,[1.         1.01028597],[-0.26719135  0.16042572 -0.3525764   0.00329677]
4478,[1.         1.03137851],[-0.2517858   0.08079464 -0.34059548 -0.10620478]
4479,[1.         1.01577139],[-0.24376103  0.08179246 -0.32666206 -0.12524982]
4480,[1.         0.96576864],[-0.21175206  0.07044069 -0.32327312 -0.13065988]
4481,[1.         1.01114249],[-0.24479045  0.0911708  -0.30891746 -0.1153666 ]
4482,[1.         0.72984624],[-0.02560446 -0.00608167 -0.52163935 -0.2220276 ]
4483,[1.         1.02516949],[-0.2810543   0.1824123  -0.40282837  0.07622692]
4484,[1.        0.7177242],[-0.00689593 -0.02162638 -0.5460174  -0.22020347]
4485,[1.         0.95089447],[-0.2038462   0.0715767  -0.37715185 -0.16763175]
4486,[1.        0.8069346],[-0.11286899  0.05981138 -0.4411756  -0.20145883]
4487,[1.         1.00855899],[-0.24262647  0.08911523 -0.3534444  -0.1269505 ]
4488,[1.         0.90420622],[-0.16325799  0.04061497 -0.3463803  -0.15398768]
4489,[1.         0.91995704],[-0.16801287  0.03096315 -0.40235567 -0.1869194 ]
4490,[1.         0.66212332],[ 0.00378001  0.02577592 -0.5540049  -0.21882495]
4491,[1.        0.9693253],[-0.215433    0.07461762 -0.31724077 -0.12659684]
4492,[1.         1.00265539],[-0.2483459   0.11385467 -0.29578096 -0.10501051]
4493,[1.        1.0088644],[-0.25857502  0.13461018 -0.33035767 -0.04850376]
4494,[1.         0.88235462],[-0.1400201   0.01982734 -0.42103875 -0.19910683]
4495,[1.         0.98291057],[-0.27155608  0.23573157 -0.3122539   0.06092636]
4496,[1.         1.02896214],[-0.2758962   0.15663052 -0.37667364  0.03304923]
4497,[1.         0.99773264],[-0.26545286  0.17785065 -0.3293336   0.00426194]
4498,[1.         0.77431524],[-0.02053604 -0.06115124 -0.5324411  -0.22125494]
4499,[1.         0.89258987],[-0.1314842  -0.00833544 -0.42796415 -0.20569651]
4500,[1.         1.03027093],[-0.30029914  0.2575029  -0.40631297  0.19041848]
4501,[1.         0.92264968],[-0.19095457  0.07937744 -0.38644832 -0.1707396 ]
4502,[1.        1.0338155],[-0.27253702  0.13707004 -0.34728616 -0.00122791]
4503,[1.         0.76987654],[-0.06214797  0.00881465 -0.4756499  -0.22568354]
4504,[1.         0.87707329],[-0.14571553  0.0378789  -0.41744062 -0.19390664]
4505,[1.         1.00321674],[-0.2628483   0.15834989 -0.33231235 -0.01729678]
4506,[0.99029569 1.2030679 ],[-0.5141643   0.5722573  -0.3781134   0.22025892]
4507,[0.99509907 1.19683325],[-0.5452268   0.62478137 -0.37503678  0.22024712]
4508,[1.         1.00572503],[-0.27779052  0.21001853 -0.36512458  0.07601498]
4509,[1.         0.84424329],[-0.13206893  0.05128378 -0.42740333 -0.1962801 ]
4510,[1.         0.36266536],[ 0.5451827  -0.11976075 -1.2274413  -0.1642107 ]
4511,[1.         0.86783826],[-0.09961708 -0.03674135 -0.43564376 -0.2175151 ]
4512,[1.         0.49282011],[ 0.2486336  -0.08428982 -0.86322933 -0.19439061]
4513,[1.         0.70990992],[-0.00235721 -0.01987644 -0.5513503  -0.21972778]
4514,[1.         0.89001447],[-0.13512093  0.00135326 -0.42416495 -0.20405143]
4515,[1.         0.77423537],[-0.0403119  -0.03186055 -0.50647503 -0.22368962]
4516,[1.         0.92366338],[-0.19632685  0.09136413 -0.38293496 -0.1667318 ]
4517,[1.        0.7432363],[-0.01225469 -0.0410542  -0.54154855 -0.22086926]
4518,[1.         0.95495945],[-0.19301367  0.04105908 -0.37213808 -0.1610713 ]
4519,[1.         0.77322912],[-0.04991518 -0.01556867 -0.49308652 -0.22457609]
4520,[1.         0.98971844],[-0.27601996  0.24007517 -0.33124974  0.08320743]
4521,[1.         1.03175473],[-0.26932612  0.13034727 -0.3725953  -0.00737498]
4522,[1.        0.8047837],[-0.09023157  0.01782718 -0.45578742 -0.21633424]
4523,[1.         0.98503631],[-0.28085822  0.279995   -0.32265365  0.12511885]
4524,[1.         1.02900589],[-0.29591602  0.23796156 -0.39464214  0.15898901]
4525,[1.         0.58511835],[ 0.09616271 -0.01995271 -0.67111677 -0.20963115]
4526,[1.         0.62040758],[ 0.03955254  0.01919883 -0.5981814  -0.21519813]
